icao,iata,name,callsign,country,active
MXI,I6,MexicanaLink,LINK,Mexico,Y
MXT,"",Mexico Transportes Aereos,TRANSMEX,Mexico,N
N78,9N,Regional Air Iceland,"",Iceland,Y
NAC,NC,Northern Air Cargo,YUKON,United States,N
NAS,UE,Nasair,NASAIRWAYS,Eritrea,Y
NAV,"",Nav Flight Planning,NAV DISPATCH,Czech Republic,N
NAY,"",Navegacion Servicios Aereos Canarios SA,NAYSA,Spain,N
NCB,"",North Caribou Flying Service Ltd,NORTH CARIBOU,Canada,N
NDU,"",University of North Dakota,SIOUX,United States,N
NFS,"",Afrique CArgo Service Senegal,"",Senegal,N
NGE,"",Angel Airlines,ANGEL AIR,Thailand,N
NID,"",Aeroni,AERONI,Mexico,N
NOS,NO,Neos,MOONFLOWER,Italy,N
NPC,"",Western Air Couriers,NORPAC,United States,N
NTR,"",TNT International Aviation,NITRO,United Kingdom,N
NZA,"",Nayzak Air Transport,"",Libya,N
OAL,OA,Olympic Airlines,OLYMPIC,Greece,Y
OCA,R7,Aserca Airlines,AROSCA,Venezuela,Y
ORD,"",Orange Air Services,ORANGE SERVICES,Sierra Leone,N
OTL,"",South Airlines,SOUTHLINE,Ukraine,N
OTP,"",Operadora de Transportes Aereos,OPERADORA AEREO,Mexico,N
OTR,"",Orient Airlines,ORIENTROC,Sudan,N
PAR,"",Pacific Rim Airways,PACRIM,Australia,N
PIF,"",Aeroservicios California Pacifico,AEROCALPA,Mexico,N
PIN,"",Pacific International Airlines,ROAD RUNNERS,United States,N
PLB,DJ,Polynesian Blue,POLYBLUE,New Zealand,N
PLX,"",Pool Aviation,POOLEX,United Kingdom,N
POB,"",Servicios Aereos Poblanos,POBLANOS,Mexico,N
POI,"",BGB Air,BOJBAN,Kazakhstan,N
PRV,"",Provincial Express,PROVINCIAL,Canada,N
PSI,"",Pont International Airline Services,PONT,Suriname,N
PSZ,"",Pro Air Service,POP-AIR,United States,N
PTH,"",Proteus Helicopteres,PROTEUS,France,N
PTM,"",Southeastern Airways,POSTMAN,United States,N
PUA,PU,PLUNA,PLUNA,Uruguay,Y
PUR,"",Spurwing Airlines,SPURWING,South Africa,N
PWA,"",Priester Aviation,PRIESTER,United States,N
PWL,"",Powell Air,POWELL AIR,Canada,N
QAC,"",Qatar Air Cargo,QATAR CARGO,Qatar,N
RAQ,"",Rath Aviaton,RATH AVIATION,Austria,N
REC,"",Trans Reco,TRANS-RECO,Mauritania,N
RED,"",International Committee of the Red Cross,RED CROSS,Switzerland,N
REK,V4,Reem Air,REEM AIR,Kyrgyzstan,N
RFS,"",Rossair,"",Australia,N
RFX,"",J P Hunt Air Carriers,REFLEX,United States,N
RID,"",Ridder Avia,AKRID,Kazakhstan,N
RMD,"",Air Amder,AIR AMDER,Mauritania,N
RNA,RA,Nepal Airlines,ROYAL NEPAL,Nepal,Y
RNX,1T,1Time Airline,NEXTIME,South Africa,Y
ROA,QQ,Reno Air,RENO AIR,United States,N
ROD,"",Aerodan,AERODAN,Mexico,N
ROH,"",Aero Gen,AEROGEN,Mexico,N
ROM,BQ,Aeromar,BRAVO QUEBEC,Dominican Republic,N
ROR,"",Roraima Airways,RORAIMA,Guyana,N
RPA,RW,Republic Airlines,BRICKYARD,United States,Y
RRA,"",Royal Rwanda Airlines,ROYAL RWANDA,Rwanda,N
RSK,"",DSWA,REDSKIN,United States,N
RUN,"",ACT Havayollari,CARGO TURK,Turkey,N
RVE,"",Airventure,AIRVENTURE,Belgium,N
RVT,"",Aircompany Veteran,AIR-VET,Armenia,N
RWE,"",Royal West Airlines,ROYAL WEST,United States,N
RXT,"",Aeroxtra,AERO-EXTRA,Mexico,N
RYL,V5,Royal Aruban Airline,ROYAL ARUBAN,Aruba,N
RZA,"",Jet Fighter Flights,RAZOR,Australia,N
RZN,"",Aero Zano,ZANO,Mexico,N
SAC,"",SASCO Airlines,SASCO,Sudan,N
SBA,"",STA-MALI,STA-MALI,Mali,N
SBH,"",Aerosaab,AEROSAAB,Mexico,N
SBI,S7,S7 Airlines,SIBERIAN AIRLINES,Russia,Y
SBZ,"",Scibe Airlift,SCIBE AIRLIFT,Democratic Republic of the Congo,N
SCN,"",South American Airlines,SOUTH AMERICAN,Peru,N
SCO,TZ,Scoot,"",Singapore,Y
SDA,"",St. Andrews Airways,SAINT ANDREWS,Canada,N
SEB,"",Servicios Aereos Luce,SERVILUCE,Mexico,N
SFX,"",S.K. Logistics,SWAMP FOX,United States,N
SFY,"",Gulf Flite Center,SKY FLITE,United States,N
SGD,"",Sky Gate International Aviation,AIR BISHKEK,Kyrgyzstan,N
SHB,"",Shabair,SHABAIR,Democratic Republic of the Congo,N
SHK,"",Shorouk Air,"",Egypt,N
SIY,"",Aerosiyusa,SIYUSA,Mexico,N
SJY,SJ,Sriwijaya Air,SRIWIJAYA,Indonesia,Y
SKE,"",Sky Tours,SKYISLE,United States,N
SKQ,"",Labcorp,SKYLAB,United States,N
SKX,JZ,Skyways Express,SKY EXPRESS,Sweden,Y
SLB,"",Slok Air,SLOK AIR,Nigeria,N
SLO,"",Edgartown Air,SLOW,United States,N
SMD,"",Servicios Aereos La Marquesa,SERVICIOS MARQUESA,Mexico,N
SNC,2Q,Air Cargo Carriers,NIGHT CARGO,United States,Y
SOE,"",Air Soleil,AIR SOLEIL,Mauritania,N
SOU,"",Southern Airways,SOUTHERN EXPRESS,United States,Y
SOV,6W,Saratov Aviation Division,SARATOV AIR,Russia,Y
SOY,"",Island Aviation,SORIANO,Philippines,N
SPA,"",Sierra Pacific Airlines,SIERRA PACIFIC,United States,N
SSE,"",Servicios Aereos Sunset,SUNSET,Mexico,N
SSH,"",Heritiage Flight (Valley Air Services),SNOWSHOE,United States,N
SSM,"",Aero 1 Pro-Jet,RAPID,Canada,N
STY,"",Styrian Airways,STYRIAN,Austria,N
SWB,"",Swissboogie Parapro,SWISSBOOGIE,Switzerland,N
SYF,"",Sky One Express Airlines,SKY FIRST,United States,N
SYX,AL,Skywalk Airlines,SKYWAY-EX,United States,Y
TAK,U9,Tatarstan Airlines,TATARSTAN,Russia,Y
TAL,"",Talair,TALAIR,Papua New Guinea,N
TAN,"",Zanair,ZANAIR,Tanzania,Y
TBZ,TB,TrasBrasil,"",Brazil,Y
TCO,"",Aerotranscolombina de Carga,TRANSCOLOMBIA,Colombia,N
TDC,"",Tadair,TADAIR,Spain,N
TEE,"",West Freugh DTEO,TEEBIRD,United Kingdom,N
TEF,"",Tecnicas Fotograficas,TECFOTO,Spain,N
TFB,"",Tair Airways,ROYAL TEE-AIR,Philippines,N
TGE,"",Trabajos Aereos,TASA,Spain,N
TGX,"",Transair Gabon],TRANSGABON,Gabon,N
THA,TG,Thai Airways International,THAI,Thailand,Y
THN,"",International Security Assistance Force,ATHENA,Canada,N
TIM,"",TEAM Transportes Aereos,TEAM BRASIL,Brazil,N
TLO,"",Eagle Canyon Airlines,TALON AIR,United States,N
TMR,"",Timberline Air,TIMBER,Canada,N
TMX,"",Tramon Air,TRAMON,South Africa,N
TMZ,"",Tranporte Amazonair,TRANS AMAZON,Venezuela,N
TOS,PM,Tropic Air,TROPISER,Belize,Y
TPX,"",Transportes Aereos De Xalapa,TRANSXALAPA,Mexico,N
TSC,TS,Air Transat,TRANSAT,Canada,Y
TTB,"",Aerolineas Turisticas del Caribe,AERO TURISTICAS,Mexico,N
TUD,"",Flight Alaska,TUNDRA,United States,N
TUX,"",Tulpar Air Service,TULPA,Kazakhstan,N
TUY,LD,Linea Turistica Aerotuy,AEREOTUY,Venezuela,N
TWW,"",Trans Air Welwitchia,WELWITCHIA,Angola,N
TXD,"",Aerotaxis del Noroeste,TAXI OESTE,Mexico,N
TXN,"",Texas National Airlines,TEXAS NATIONAL,United States,N
TYF,"",Tayflite,TAYFLITE,United Kingdom,N
UAE,EK,Emirates,EMIRATES,United Arab Emirates,Y
UAH,"",University Air Squadron,"",United Kingdom,N
UES,"",Ues-Avia Aircompany,AVIASYSTEM,Ukraine,N
UJT,"",Universal Jet Aviation,UNI-JET,United States,N
UKS,6Z,Ukrainian Cargo Airways,CARGOTRANS,Ukraine,N
UNU,"",Unifly Servizi Aerei,UNIEURO,Italy,N
UTM,"",TAPC Aviatrans Aircompany,AVIATAPS,Uzbekistan,N
UTX,"",Avfinity,"",United States,N
UVN,"",United Aviation,UNITED AVIATION,Kuwait,N
VAL,VC,Voyageur Airways,VOYAGEUR,Canada,N
VAU,VA,V Australia Airlines,KANGA,Australia,N
VBA,"",V Bird Airlines Netherlands,VEEBEE,Netherlands,N
VEE,"",Victor Echo,VICTOR ECHO,Spain,N
VGD,"",Vanguard Airlines,VANGUARD AIR,United States,N
VID,"",Aviaprad,AVIAPRAD,Russia,N
VIP,"",Tag Aviation UK,SOVEREIGN,United Kingdom,N
VJE,"",Avjet International (FZE),"",United Arab Emirates,N
VLS,"",Aero Virel,VIREL,Mexico,N
VNP,VH,Virgin Pacific,"",Fiji,Y
VOO,"",Volotea,Volotea,Spain,Y
VSC,"",AVESCA,AVESCA,Colombia,N
VTL,"",Victor Tagle Larrain,VITALA,Chile,N
VXP,"",Mali Air Express,AVION EXPRESS,Mali,N
WCW,"",West Caribbean Airways,"",Colombia,N
WEV,"",Victoria International Airways,VICTORIA UGANDA,Uganda,N
WHT,"",White,YOUNG SKY,Portugal,N
WLK,"",Skyrover CC,SKYWATCH,South Africa,N
WPT,"",Wapiti Aviation,WAPITI,Canada,N
WSF,"",West African Airlines,"",Benin,N
WSI,"",Wind Spirit Air,WIND SPIRIT,United States,N
WSL,"",Westflight Aviation,WEST LINE,United Kingdom,N
XAP,"",Direct Air trading as Midway Connection,MID-TOWN,United States,N
XCS,"",Compuserve Incorporated,"",United States,N
XDS,"",Dispatch Services,"",United States,N
XLT,"",Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,INFRAERO,Brazil,N
XXX,"",ASL,"",Belgium,N
YEL,YE,Yellowtail,"",United States,Y
ZNA,ZN,Zenith International Airline,ZENITH,Thailand,Y
***,??,South West Africa Territory Force,"",Namibia,N
001,U1,AirOne Polska,AOC,Poland,N
AAB,W9,Abelag Aviation,ABG,Belgium,N
AAC,"",Army Air Corps,ARMYAIR,United Kingdom,N
AAD,"",Aero Aviation Centre Ltd.,SUNRISE,Canada,N
AAG,KI,Air Atlantique,ATLANTIC,United Kingdom,N
AAV,"",Astro Air International,ASTRO-PHIL,United States,N
ABE,K5,Aban Air,ABAN,Iran,n
ABN,"",Air Fret Senegal, ,Senegal,N
ABO,"",APSA Colombia,AEROEXPRESO,Colombia,N
ABR,AG,Air Contractors,CONTRACT,Ireland,N
ACM,"",Air Caledonia,WEST CAL,Canada,N
ACW,"",Royal Air Force,AIR CADET,United Kingdom,N
ACY,"",Atlas Cargo Lines,ATLAS CARGOLINES,Morocco,N
ADC,"",Air Atlantic Dominicana,ATLAN-DOMINICAN,Dominican Republic,N
ADN,"",Aerodienst GmbH,AERODIENST,Germany,N
AEH,RX,Aviaexpress,Avex,Hungary,N
AEV,"",Aeroventas,AEROVENTAS,Mexico,N
AFC,"",African West Air,AFRICAN WEST,Senegal,N
AFG,FG,Ariana Afghan Airlines,ARIANA,Afghanistan,Y
AGQ,"",Aerogala,GALASERVICE,Chile,N
AHS,"",Air Viggi San Raffaele,AIRSAR,Italy,N
AIL,"",Air Illinois,AIR ILLINOIS,United States,N
AIY,"",Aircrew Check and Training Australia,AIRCREW,Australia,N
AJU,"",Air Jetsul,AIRJETSUL,Portugal,N
AKT,V2,Karat,AVIAKARAT,Russia,N
AL1,L1,All Argentina,"",Argentina,Y
ALJ,"",Heli Ambulance Team,ALPIN HELI,Austria,N
AMM,"",Aeroputul International Marculesti,AEROM,Moldova,N
AMP,"",Aero Transporte S.A. (ATSA),ATSA,Peru,N
ANE,YW,Air Nostrum,AIR NOSTRUM,Spain,Y
AOT,OE,Asia Overnight Express,ASIA OVERNIGHT,Philippines,N
APV,"",Air Plan International,AIR PLAN,Democratic Republic of the Congo,N
ARL,"",Airlec - Air Aquitaine Transport,AIRLEC,France,N
ARM,"",Aeromarket Express,AMEX,Spain,N
ASB,"",Air-Spray 1967 Ltd.,AIR SPRAY,Canada,N
ASZ,OB,Astrakhan Airlines,AIR ASTRAKHAN,Russia,Y
ATP,"",ASTRAL Colombia - Aerotransportes Especiales Ltda.,ASTRAL,Colombia,N
ATR,"",Atlas Airlines,ATLAS-AIR,United States,N
AUF,"",Augusta Air Luftfahrtunternehmen,AUGUSTA,Germany,N
AVN,NF,Air Vanuatu,AIR VAN,Vanuatu,Y
AVR,"",Active Aero Charter, Inc.,ACTIVE AERO,N
AVU,"",Avia Sud A,AVIASUD,France,N
AWQ,QZ,Indonesia AirAsia,WAGON AIR,Indonesia,Y
AWW,6G,Air Wales,RED DRAGON,United Kingdom,Y
AXI,"",Aeron International Airlines, Inc.,AIR FREIGHTER,N
AXS,"",Altus Airlines,ALTUS,United States,N
AYB,"",Belgian Army,BELGIAN ARMY,Belgium,N
AYZ,3G,Atlant-Soyuz Airlines,ATLANT-SOYUZ,Russia,Y
AZQ,ZP,Silk Way Airlines,SILK LINE,Azerbaijan,N
BAA,"",Balkan Agro Aviation,BALKAN AGRO,Bulgaria,N
BAC,"",BAC Leasing Limited, ,United Kingdom,N
BAS,"",Aero Services,AEROSERV,Barbados,N
BAV,"",Bay Aviation Ltd,BAY AIR,Bangladesh,N
BDG,"",Mississippi State University,BULLDOG,United States,N
BID,"",Binair,BINAIR,Germany,N
BIR,"",Bird Leasing,BIRD AIR,United States,N
BJA,"",Baja Air,BAJA AIR,Mexico,N
BLX,6B,TUIfly Nordic,BLUESCAN,Sweden,Y
BLY,"",Starair,BLARNEY,Ireland,N
BMK,"",GST Aero Aircompany,MURAT,Kazakhstan,N
BOL,"",Transportes Aereos Bolivianos,BOL,Bolivia,N
BSW,"",Blue Sky Airways,SKY BLUE,Czech Republic,N
BXI,"",Brussels International Airlines,XENIA,Belgium,N
CBA,"",Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic,N
CCG,"",Central Connect Airlines,"",Czech Republic,Y
CCP,MG,Champion Air,CHAMPION AIR,United States,N
CCX,"",Colt International,"",United States,N
CDA,"",Aerocardal,CARDAL,Chile,N
CGR,"",Compagnia Generale Ripreseaeree,COMPRIP,Italy,N
CGS,"",Centre of Applied Geodynamica,GEO CENTRE,Russia,N
CHC,"",China Ocean Helicopter Corporation,CHINA HELICOPTER,China,N
CII,"",Cityfly,CITYFLY,Italy,N
CJI,"",Corporate Jets,SEA JET,United States,N
CLX,CV,Cargolux,CARGOLUX,Luxembourg,N
CMU,"",Northern Aviation Service,LANNA AIR,Thailand,N
CNC,"",Corporacion Aereo Cencor,CENCOR,Mexico,N
CNI,"",Empresa Nacional De Servicios Aereos,SERAER,Cuba,N
CNU,"",Air Consul,AIR CONSUL,Spain,N
CPA,CX,Cathay Pacific,CATHAY,Hong Kong SAR of China,Y
CPN,RV,Caspian Airlines,CASPIAN,Iran,Y
CSF,"",Clasair,CALEDONIAN,United Kingdom,N
CWZ,"",Capitol Wings Airline,CAPWINGS,United States,N
CX0,0X,Copenhagen Express,Copex,Denmark,Y
CXS,E9,Boston-Maine Airways,CLIPPER CONNECTION,United States,N
CYD,ZA,Access Air,CYCLONE,United States,Y
CYS,"",Cypress Airlines,SKYBIRD,Canada,N
DAD,"",Dorado Air,DORADO AIR,Dominican Republic,N
DCM,"",FLTPLAN,DOT COM,United States,N
DEV,"",Red Devils Parachute Display Team,RED DEVILS,United Kingdom,N
DLA,EN,Air Dolomiti,DOLOMOTI,Italy,Y
DNJ,"",Aerodynamics Incorporated,DYNAJET,United States,N
DNV,D9,Aeroflot-Don,DONAVIA,Russia,Y
DOR,"",Dornier,DORNIER,Germany,N
DQA,"",Island Aviation Services,"",Maldives,N
DRU,6R,Alrosa Mirny Air Enterprise,MIRNY,Russia,Y
DSK,"",Aero Algarve,SKYBANNER,Portugal,N
DVA,DH,Discovery Airways,DISCOVERY AIRWAYS,United States,N
EAD,"",EAA Escola De Aviacao Aerocondor,AERO-ESCOLA,Portugal,N
EAL,EA,European Air Express,STAR WING,Germany,Y
EAM,"",Embassy Airlines,EMBASSY AIR,Nigeria,N
EAN,"",Skypower Express Airways,NIGERIA EXPRESS,Nigeria,N
EAP,"",Aero-Pyrenees,AERO-PYRENEES,France,N
EFA,EF,Far Eastern Air Transport,Far Eastern,Taiwan,Y
EFD,"",EFD Eisele Flugdienst,EVER FLIGHT,Germany,N
ELB,"",Elieuro,ELILOBARDIA,Italy,N
ELH,"",Elilario Italia,LARIO,Italy,N
ELS,"",El Sal Air,EL SAL,El Salvador,N
ELT,"",Elliott Aviation,ELLIOT,United States,N
ELY,LY,El Al Israel Airlines,ELAL,Israel,Y
EMI,"",Premium Air Shuttle,BLUE SHUTTLE,Nigeria,N
ERE,"",Erie Airways,AIR ERIE,United States,N
ESO,"",Avitat,"",United Kingdom,N
ETA,"",Estrellas Del Aire,ESTRELLAS,Mexico,N
EVN,"",Euraviation,EURAVIATION,Italy,N
EXE,"",Executive Flight,EXEC,United States,N
FAK,"",Financial Airxpress,FACTS,United States,N
FAX,"",Midwest Air Freighters,FAIRFAX,United States,N
FBW,"",Aviation Data Systems,"",United States,N
FCB,"",COBALT,COBALT,Cyprus,Y
FCC,"",First Cambodia Airlines,FIRST CAMBODIA,Cambodia,N
FCM,"",Flybe Finland Oy,FINNCOMM,Finland,Y
FCO,"",Aerofrisco,AEROFRISCO,Mexico,N
FDL,"",Farmingdale State University,FARMINGDALE STATE,United States,N
FDX,FX,Federal Express,FEDEX,United States,N
FFF,"",Freedom Air Services,INTER FREEDOM,Nigeria,N
FFG,"",Flugdienst Fehlhaber,WITCHCRAFT,Germany,N
FFH,"",Shalom Air Services,PEACE AIR,Nigeria,N
FNX,"",Aero Fenix,AERO FENIX,France,N
FRG,"",Freight Runners Express,FREIGHT RUNNERS,United States,N
FVS,"",Falcon Aviation Services,FALCON AVIATION,United Arab Emirates,N
FWI,TX,Air Caraïbes,FRENCH WEST,France,Y
FXF,"",VIP Air Charter,FOX FLIGHT,United States,N
FXY,"",Flexair,FLEXY,Netherlands,N
FYA,"",Servicios Aereos Integrales / Flyant,FLYANT,Spain,N
GAE,"",Grand Aire Express,GRAND EXPRESS,United States,N
GBE,"",Gabon Express,GABEX,Gabon,N
GBO,"",Ogooue Air Cargo,"",Gabon,N
GCA,"",Grand Cru Airlines,"",Lithuania,Y
GCB,"",Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo,N
GFS,"",Gulfstream Airlines,GULFSTAR,United States,N
GGA,"",First Flying Squadron,JAWJA,United States,N
GIG,"",Gacela Air Cargo,GACELA AIR,Mexico,N
GKA,"",US Army Parachute Team,GOLDEN KNIGHTS,United States,N
GLC,"",Global Aircargo,"",Bahrain,N
GLO,G3,Gol Transportes Aéreos,GOL TRANSPORTE,Brazil,Y
GOS,"",Goldfields Air Services,"",Australia,N
GRS,"",Golden Rule Airlines,GOLDEN RULE,Kyrgyzstan,N
GSA,"",Garden State Airlines,GARDEN STATE,United States,N
GTY,"",National Aviation Company,"",Egypt,N
HAS,"",Honduras Airlines,HONDURAS AIR,Honduras,N
HAY,"",Hamburg Airways,"",Germany,Y
HBC,"",Haitian Aviation Line,HALISA,Haiti,N
HEL,"",Helicol,HELICOL,Colombia,N
HJA,"",Air Haiti,AIRHAITI,Haiti,N
HKG,"",Government Flying Service,HONGKONG GOVERNMENT,Hong Kong SAR of China,N
HKL,"",Hak Air,HAK AIRLINE,Nigeria,N
HNA,"",Greek Navy,HELLENIC NAVY,Greece,N
HOA,H5,Hola Airlines,HOLA,Spain,N
HZX,"",Citic General Aviation,ZHONGXIN,China,N
IAC,IC,Indian Airlines,INDAIR,India,Y
IAY,"",Deadalos Flugtbetriebs,IASON,Austria,N
ICE,FI,Icelandair,ICEAIR,Iceland,Y
ICN,"",Inter-Canadian,INTER-CANADIAN,Canada,N
ICS,"",International Charter Services,INTERSERVI,Mexico,N
IFT,"",Interflight,INTERFLIGHT,United Kingdom,N
IGO,6E,IndiGo Airlines,IFLY,India,Y
IKN,"",IKON FTO,IKON,Germany,N
INE,9I,International Europe,"",Spain,Y
IOS,"",Isles of Scilly Skybus,SCILLONIA,United Kingdom,N
JAG,"",Jetalliance,JETALLIANCE,Austria,N
JAL,JL,Japan Airlines,JAPANAIR,Japan,Y
JAV,R5,Jordan Aviation,JORDAN AVIATION,Jordan,N
JAZ,JO,JALways,JALWAYS,Japan,Y
JCX,"",Jet Connection,JET CONNECT,Germany,N
JEC,JX,Jett8 Airlines Cargo,"",Singapore,N
JEV,N6,Lagun Air,"",Spain,N
JFL,"",Jetfly Airlines,LINEFLYER,Austria,N
JIC,"",Jetgo International,JIC-JET,Thailand,N
JLA,"",MIA Airlines,SALLINE,Romania,N
JLH,"",Jetlink Holland,"",Netherlands,N
JMX,"",Air Jamaica Express,JAMAICA EXPRESS,Jamaica,N
JNA,LJ,Jin Air,Jin Air,South Korea,Y
JOY,JR,Joy Air,JOY AIR,China,Y
JWW,"",JetWind,Jetwind,United States,N
KIW,"",Royal New Zealand Air Force,KIWI,New Zealand,N
KKB,"",Air South,KHAKI BLUE,United States,N
KKS,"",Salem,KOKSHE,Kazakhstan,N
KRT,"",Air Kokshetau,KOKTA,Kazakhstan,N
KSI,"",Air Kissari,KISSARI,Angola,N
KYC,"",Av Atlantic,DOLPHIN,United States,N
LBC,LV,Albanian Airlines,ALBANIAN,Albania,Y
LDE,"",LADE - Lineas Aereas Del Estado,LADE,Argentina,N
LDG,"",Aerolineas Aereas Ejecutivas De Durango,DURANGO,Mexico,N
LDL,"",Aerologic,"",Russia,N
LEJ,"",FSH Luftfahrtunternehmen,LEIPZIG FAIR,Germany,N
LIV,"",Air Livonia,LIVONIA,Estonia,N
LJJ,L4,Luchsh Airlines ,russian sky,Russia,Y
LKN,IK,Lankair,Lankair,Sri Lanka,N
LMJ,"",Masterjet,MASTERJET,Portugal,N
LNE,XL,Aerolane,LAN ECUADOR,Ecuador,Y
LNX,"",London Executive Aviation,LONEX,United Kingdom,N
LOC,ZQ,Locair,LOCAIR,United States,Y
LOD,"",Malmoe Air Taxi,LOGIC,Sweden,N
LOV,"",London Flight Centre (Stansted),LOVEAIR,United Kingdom,N
LPD,"",UK Royal/HRH Duke of York,LEOPARD,United Kingdom,N
LPV,A6,Air Alps Aviation,ALPAV,Austria,N
LRC,LR,LACSA,LACSA,Costa Rica,Y
LVT,"",La Valenciana Taxi Aereo,TAXIVALENCIANA,Mexico,N
LWD,"",Leisure Air,LEISURE WORLD,United States,N
MAX,"",Max-Aviation,MAX AVIATION,Canada,N
MAZ,"",Mines Air Services Zambia,MINES,Zambia,N
MBS,"",Mbach Air,MBACHI AIR,Malawi,N
MCF,"",MAC Fotografica,MAC FOTO,Spain,N
MCV,"",MTC Aviacion,MTC AVIACION,Mexico,N
MDG,MD,Air Madagascar,AIR MADAGASCAR,Madagascar,Y
MEC,"",Mercury Aircourier Service,MERCAIR,United States,N
MGE,"",Asia Pacific Airlines,MAGELLAN,United States,N
MIZ,"",Desarrollo Milaz,MILAZ,Mexico,N
MKK,"",Malaya Aviatsia Dona,AEROKEY,Russia,N
MLU,"",Zracno Pristaniste Mali Losinj,MALI LOSINJ,Croatia,N
MNH,"",Monarch Airlines,MONARCH AIR,United States,N
MOR,"",Aerolineas De Morelia,AEROMORELIA,Mexico,N
MPS,"",Metroplis,METRO REGIONAL,Netherlands,N
MRI,"",Servicios Aereos Moritani,MORITANI,Mexico,N
MRT,MR,Air Mauritanie,MIKE ROMEO,Mauritania,N
MRW,6V,Mars RK,AVIAMARS,Ukraine,N
MSC,"",Air Cairo,"",Egypt,N
MSN,"",Missionair,MISIONAIR,Spain,N
MTX,"",Multi Taxi,MULTITAXI,Mexico,N
MVI,"",Metro Business Aviation,"",United Kingdom,N
MXL,8M,Maxair,MAXAIR,Sweden,Y
NAE,"",Nations Air Express Inc,NATIONS EXPRESS,United States,N
NAI,"",North Adria Aviation,NORTH-ADRIA,Croatia,N
NAM,"",Nortland Air Manitoba,MANITOBA,Canada,N
NAX,DY,Norwegian Air Shuttle,NOR SHUTTLE,Norway,Y
NDS,"",Nordstree (Australia),"",Australia,N
NIR,"",Norsk Flyrjeneste,NORSEMAN,Norway,N
NPR,"",Air Napier,"",New Zealand,N
NRT,"",Norestair,NORESTAIR,Spain,N
NTD,"",Aero Norte,"",Mexico,N
NTV,"",Air Inter Ivoire,INTER-IVOIRE,Ivory Coast,N
NVR,1I,Novair,NAVIGATOR,Sweden,Y
OAX,"",Operational Aviation Services,"",Australia,N
OCM,UQ,O'Connor Airlines,OCONNOR,Australia,N
ODY,"",Odyssey International,ODYSSEY,Canada,N
OGI,"",Aerogisa,AEROGISA,Mexico,N
OKA,"",Okay Airways,OKAYJET,China,N
OLA,OJ,Overland Airways,OVERLAND,Nigeria,Y
OLO,"",Soloflight,SOLO,United Kingdom,N
OLS,"",Sol Lineas Aereas,FLIGHT SOL,Argentina,Y
ORJ,"",Orange Air Sierra Leone,ORANGE SIERRA,Sierra Leone,N
OTN,"",LASTP,LASTP,S,N
OXE,"",Oxaero,OXOE,United Kingdom,N
PBA,9Q,PB Air,PEEBEE AIR,Thailand,Y
PBT,"",Air Parabet,PARABET,Bangladesh,N
PCE,Y5,Pace Airlines,PACE,United States,N
PCJ,"",Pacific Jet,PACIFIC JET,United States,N
PDD,"",Phillips Alaska,PADA,United States,N
PDT,PI,Piedmont Airlines (1948-1989),PIEDMONT,United States,Y
PFZ,"",Propflight Air Services,PROFLIGHT-ZAMBIA,Zambia,N
PHN,"",Phoenix Air Lines,PHOENIX BRASIL,Brazil,N
PJS,"",Jet Aviation,JETAVIATION,Switzerland,N
PKV,"",Псковавиа,"",Russia,Y
PMC,"",Primas Courier,PRIMAC,United States,N
PNF,PQ,Panafrican Airways,PANWAYS,Ivory Coast,N
PNH,"",Panh,KUBAN LIK,Russia,N
POC,"",Pocono Air Lines,POCONO,United States,N
POV,"",Meridian,AIR POLTAVA,Ukraine,N
PPH,"",Polizeihibschrauberstaffel Neidersachsen,POLICE PHOENIX,Germany,N
PSS,"",TSSKB-Progress,PROGRESS,Russia,N
PSW,"",Pskovavia,PSKOVAVIA,Russia,N
PTI,"",Privatair,PRIVATAIR,Switzerland,Y
PTP,GP,Palau Trans Pacific Airline,TRANS PACIFIC,Palau,N
PTR,"",Nova Scotia Department of Lands and Forests,PATROL,Canada,N
PTT,"",Promotora Industria Totolapa,TOTOLAPA,Mexico,N
PTY,"",Petty Transport,PETTY,United States,N
PVO,"",Bearing Supplies Limited,PROVOST,United Kingdom,N
PXA,"",Pecotox Air,PECOTOX,Moldova,N
RAT,"",Chief Rat Flight Services,RIVERRAT,South Africa,N
RBG,E5,Air Arabia Egypt,"",Egypt,Y
RBW,"",Shandong Airlines Rainbow Jet,CAI HONG,China,N
RCC,"",Air Charters Eelde,RACER,Netherlands,N
RCT,"",Ryan Air Service,ARCTIC TRANPORT,United States,N
REF,"",Reef Air,REEF AIR,New Zealand,N
RGN,"",Cygnus Air,CYGNUS AIR,Spain,N
RGP,"",River State Government of Nigeria,GARDEN CITY,Nigeria,N
RLK,"",Air Nelson,"",New Zealand,N
RLR,"",Business Airfreight,RATTLER,United States,N
RLZ,"",Air Alize,ALIZE,France,N
RMX,"",Air Max,AEROMAX,Bulgaria,N
RSF,"",Royal Saudi Air Force,ARSAF,Saudi Arabia,N
RSH,S2,Air Sahara,SAHARA,India,Y
RSL,SL,Rio Sul Servi,RIO SUL,Brazil,N
RUH,"",Rusich-T,"",Russia,N
SAP,"",Avia Jaynar,TOBOL,Kazakhstan,N
SBQ,"",Smithkline Beacham Clinical Labs,SKIBBLE,United States,N
